49.7,6.5833
50.0333,8.1167
51,9
51,9
50.3,8.2667
51.5167,6.9167
47.0667,15.45
51,9
51,9
52.4,13.2667
50.2833,7.55
51.5,12
52.5167,10.6333
48.1159,11.5795
47.3333,13.3333
51,9
47.7667,8.8333
49.4478,11.0683
51,9
51,9
47.3333,13.3333
51,9
52.5595,13.495
47.65,7.8167
48.1333,16.15
48.1,11.4167
54.0667,10.2333
48.2167,12
47.3833,15.1
51,9
48.15,11.5833
52.0333,8.5333
51,9
51.1333,9.2833
51,9
57.7167,12.9167
52.6667,13.2833
49.8064,8.6069
59.2333,18.3
52.15,9.9667
38.7907,-121.2358
51,9
52.5,5.75
53.9,10.65
48.15,11.5833
51,9
47.4254,9.3776
49.45,10.95
49.5333,10.8667
48.0833,11.6833
50.9333,6.95
47.5032,8.2548
51,9
51,9
50.1264,8.7089
51,9
13.754,100.5014
47.0342,8.3178
51,9
52.5167,13.4
57.65,12.1333
51,9
51,9
51,9
13.754,100.5014
51,9
51,9
47,8
52.5167,13.4
51,9
49.45,7.75
53.8667,10.7
52.6333,10.0842
48.5833,11.3333
52.8333,10.0833
62,15
51,9
51,9
51,9
48,7.85
51.4501,7.1984
53.6333,11.3833
51,9
59.4667,17.9
51,9
47.8,16.6667
51.2371,6.7795
47.4798,8.3277
57.7167,11.9667
47.6167,8.1667
48.9881,2.3016
51,9
48,7.85
51,9
51,9
51,9
51.4833,7.2167
51,9
53.5333,7.2667
51,9
47,8
51,9
51,9
51,9
48,7.85
51,9
47.3996,8.5788
47.9167,7.7833
48.2,12.7833
51,9
50.7333,7.1
50.8333,12.9167
48,7.85
51.3,12.3333
37.3042,-122.0946
51,9
51,9
48.1667,14.0333
51,9
51,9
51,9
58.7167,14.1333
50.9333,12.0167
51,9
48,7.85
47.3333,13.3333
51,9
53.5833,7.9
48.2,16.3667
48.2,16.3667
60.3,24.85
48.4,10
47.5154,9.4348
51,9
49.5986,10.9676
50.65,8.7
49.9078,8.5953
51.2167,6.7667
51,9
49.9481,11.5783
51,9
48.2167,11.4667
39.6167,16.15
47.3333,13.3333
57.7167,16.5333
62,15
51,9
47.3333,13.3333
47.3667,8.55
51,9
50.2833,7.55
48.6667,8.9167
47.5526,7.6606
50.1333,8.9167
48,7.85
51,9
51,9
57.8333,15.2667
51,9
48,7.85
50.1167,8.6833
53.0667,8.2
51,9
47.3333,13.3333
48.6833,9.0167
51,9
51,9
51,9
49.9667,8.9578
47.1328,8.0478
51,9
51.1833,6.5167
48.15,11.5833
51,9
47.3333,13.3333
55.7167,13.0167
50.6833,11.2667
48.2593,7.4543
51.0333,13.6667
49.8667,7.9833
52.1667,11.6667
59.25,18.0833
47.5584,7.5733
48,7.85
52.5167,13.4
51,9
48.2,16.3667
50.9333,6.95
48.6167,8.9667
49.3297,8.4278
51,9
53.0815,8.8721
51,9
47.3333,13.3333
48,7.85
51,9
47.85,16.5167
47.3333,13.3333
48,7.85
48,7.85
51,9
48,7.85
52,20
47.7333,9.25
49.2333,7
48,7.85
51,9
47.0667,15.45
51,9
19.43,-99.13
59.3667,13.5
-1.2833,36.8167
51,9
47.5833,8.2
51,9
53.55,10
51,9
65.6333,22.0167
49.7167,6.55
45.4667,10.5333
51.1167,12.45
47.5,8.7251
51,9
50.8167,7.1667
49.0967,8.4896
51,9
55.6,13
47.3571,7.9091
47.4119,8.5508
49.3297,8.4278
47.4119,8.5508
51,9
48.55,8.7167
51,9
47,8
51,9
51,9
57.7167,11.9667
47.4587,8.5821
48.3,11.6167
47.6973,8.6349
47,8
50.8667,12.75
47,8
52.5167,13.4
51,9
52.2,7.0333
51.9,10.4333
51,9
53.55,10
48,7.85
46.5333,6.6667
51.4667,6.85
48.4,10
51,9
13.754,100.5014
51,9
55.7,13.1833
48,7.85
52.5167,13.4
47,8
53.7667,10.1333
33,44
50.997,6.9058
51.1723,6.3414
51,9
49.4811,8.4353
51,9
47.9833,10.1667
49.4883,8.4647
47,8
51,9
49.4176,11.0296
48,7.85
49.3894,12.1397
51,9
48.9667,9.1333
51,9
53.7833,10.0833
48,7.85
48.3667,12.25
52.5,8.9167
51.55,7.2167
59.5833,17.8833
47.3333,13.3333
52.5167,13.4
48.7667,9.1833
52.3667,9.7167
48.5333,13.0667
52.3167,9.95
52.15,14.65
51,9
49.4478,11.0683
44.6818,6.0777
52.4333,9.4167
49.5704,10.8897
51,9
47.3333,13.3333
51,9
48.6667,9.3667
47.3333,13.3333
52.0667,8.3667
48.3333,16.1167
50.7333,7.1
51.8333,10.7833
52.1647,9.9768
51,9
52.25,13.2333
52.95,7.3167
47,8
53.4333,10.3667
51.1902,5.812
48.0833,11.6833
47.3289,9.4105
51,9
46.7085,6.8834
47.3333,13.3333
49.8706,8.6494
51,9
51,9
51,9
48,7.85
47.3333,13.3333
52.3667,9.7167
52.5167,13.4
51,9
47,8
47,8
48,7.85
51,9
56.55,13.7167
62,15
51,9
47.958,7.7502
51,9
51.5167,10.2667
51.4333,6.75
57.7167,12.9167
51,9
48,7.85
53.0833,8.8
49.4478,11.0683
51,9
67.2,23.3667
48,7.85
51.05,5.2167
47.3667,8.55
51,9
51,9
51,9
52.3667,9.7167
48.15,11.5833
49.6,7
48.2,16.3667
49.0047,8.3858
47.3333,13.3333
53.3662,10.048
47.1997,8.1069
48,7.85
48.2,16.3667
51,9
46.8191,7.5824
62,15
51.7833,6.4
51,9
51,9
53.8,12.1667
53.05,8.6167
52.5,5.75
46.1063,7.0993
51,9
51,9
51,9
51,9
48,7.85
51,9
51,9
51,9
46.6195,7.0567
51,9
51.6167,7.5167
49.5333,12.3333
51,9
51,9
58.5667,15.2833
48.2667,14.5833
62,15
48,7.85
51,9
48.2833,10.4667
47.3333,13.3333
47.5336,7.5685
51,9
50,8.2711
48.2,16.3667
51.2,6.6833
51,9
48.3333,9.9333
48.9667,10.1333
52.1243,11.6322
52.5167,13.4
51.85,6.8667
51,9
51,9
50.6611,6.7939
51,9
49.9,7.9333
37.2181,28.3665
50.1167,8.6833
51,9
47.7667,9.1667
52.0353,5.6777
51,9
51,9
47.5584,7.5733
62,15
49.8167,7.1167
48.15,13.6333
51,9
35.69,139.69
51.0167,6.9833
48.7667,9.1833
51,9
49.25,7.3667
48,7.85
51,9
51,9
51,9
47.65,8.5667
51,9
52.5167,13.4
49.0047,8.3858
51,9
51,9
51.3,12.3333
47.3333,13.3333
51.0833,6.5833
47.3333,13.3333
55.5,13.2333
51.6833,7.8
47.3333,13.3333
52.5167,13.4
52.0833,8.7667
47,8
40.9033,29.1725
51,9
47.3333,13.3333
47.3333,13.3333
47.3333,13.3333
47.5069,7.7165
52.5167,13.4
51,9
50.55,12.7833
51,9
51,9
51,9
47.958,7.7502
52.2,8.05
51,9
49.3297,8.4278
52.5167,13.4
49.9925,8.435
51,9
51,9
48,7.85
51.4833,7.2167
51,9
47.3333,13.3333
51,9
49.8706,8.6494
47.8333,11.15
59.2833,11.1167
51,9
51,9
51,9
48,7.85
51.3,12.3333
51,9
52.1167,7.1
50.35,11.1667
53.3,10.0333
51,9
62.3833,17.3
51,9
51,9
53.55,10
54.7833,9.4333
50.9426,7.0716
52.1333,8.6833
53.55,10
49.2167,7.15
47.0754,7.3108
49.4883,8.4647
52.4333,9.4167
49.5139,8.21
51,9
52.55,14.0667
48.1665,11.5903
47.39,8.6915
57.7167,11.9667
54.25,10.0667
47.3667,8.55
52.15,11.7167
51,9
52.5167,13.4
51,9
48.2,16.3667
52.5167,13.4
51.1167,12.45
47.3333,13.3333
47.3119,8.5287
53.8667,10.7
51,9
51,9
51,9
51.1,6.8333
48.2,16.3667
51,9
47,8
51,9
47.4976,8.9536
51,9
48.2,16.3667
52.5167,13.4
48.95,8.2333
48.7667,9.1833
47.5833,8.2
59.4833,18.3
51.45,7.0167
57.6467,11.9294
49.5,10.8
48,7.85
34,9
48.9333,10.9667
52.5,5.75
47.3333,13.3333
47.55,9.75
51,9
47.3,11.0667
51.5833,14.6167
57.7167,11.9667
50.6833,10.9
51,9
51,9
51.9667,7.6333
56.15,13.7667
47.2573,8.6043
51,9
52.5167,13.4
51.0667,6.0833
51.2667,7.1833
50.8167,8.7667
51,9
51.1167,12.45
51,9
51.05,6.2167
48.15,11.5833
-12.05,-77.05
51,9
47.1406,8.4293
49.4478,11.0683
51,9
52.5167,13.4
47.3333,13.3333
51,9
55.6,13
46.0062,8.9511
47,8
48,7.85
56,10
53.5828,9.9808
51,9
51,9
51,9
48,7.85
46.9541,7.2608
47,8
49.1281,8.5836
59,16.2
51,9
57.6333,12
51,9
51,9
47.3333,13.3333
52.9667,9.2167
51,9
51,9
45.1667,15.5
51,9
48.55,8.7167
47.3333,13.3333
51,9
42,43.5
50.1167,8.6833
51,9
51,9
51,9
51,9
49.4667,10.9667
51,9
52.3667,9.7167
50.0781,8.4362
51,9
48.3667,10.8833
53.3833,10.7167
52.5167,13.4
48.2,16.3667
32,53
62,15
48.6333,10.0333
48.2,16.3667
55.7,13.1833
52.6667,13.2833
51,9
62,10
51,9
55.6,13
47.9833,10.1667
51,9
51.4833,7.2167
51,9
51,9
51,9
48.7,9.15
51,9
48.55,8.7167
51,9
51,9
51,9
51,9
50.8833,7.3167
59.3,17.9667
51,9
52.2833,13.6167
51.5167,7.45
47,8
51,9
48.55,9.3667
51,9
51,9
47.3333,13.3333
51,9
52.1833,7.5333
60.6667,17.1667
48.7667,9.1833
51,9
52.2667,8.05
47,8
48.0667,9.6167
51.4333,6.8833
48.3333,11.3
50.8167,7.1667
49.1369,8.9103
50.1167,8.6833
47.5833,8.2
51,9
47.3333,13.3333
51,9
48.5369,9.0536
51.3,12.3333
47.5355,7.6068
48.3167,11.6667
51.4668,5.572
51,9
44.4167,8.95
47.3333,13.3333
53.55,10
65.8333,21.7
52.3,13.0167
52.5167,13.4
55.6,13
47.9833,10.1667
51,9
52.0333,9
51,9
69.6667,18.9667
51.6667,8.35
48.4,8.0167
62,15
52.5167,13.4
51,9
47.7833,16
52.5,5.75
47.3333,13.3333
50.1068,8.7344
46.4459,6.1574
51.2667,7.4667
51.45,6.65
50.7333,7.1
49.2056,12.0414
39,35
51.4833,7.2167
51.9333,6.8667
51.3167,9.5
49.0047,8.3858
36.7328,34.6442
56.8833,14.8167
49.5833,9.3667
48.8833,12.5667
51.5,12
48.15,11.5833
51.4667,6.85
55.5758,9.7617
48.6333,8.75
51,9
48,7.85
51,9
50.3333,8.5333
56.4167,12.95
44.85,0.3167
51,9
48.2,16.3667
48.4667,11.9333
49.3261,8.9747
52.5167,13.4
52.4833,14.0167
46.267,7.5096
51,9
49.9936,9.5783
51,9
51,9
51,9
51,9
51,9
51,9
37.57,126.98
47.3333,13.3333
51,9
48.3667,10.8833
49.4503,8.6747
51,9
47.3333,13.3333
51,9
47,8
50.55,7.25
51,9
51.35,9.4667
51,9
51,9
51,9
62,15
48,7.85
51,9
51,9
51,9
50.5,12.1333
51.05,13.75
51,9
51,9
48.2,16.3667
51,9
51,9
51,9
51,9
51,9
53.5667,7.7833
51,9
51,9
51,9
51,9
51,9
47.3333,13.3333
51,9
51,9
51,9
51,9
48.2,14.4667
51.35,7.4667
59.5833,15.25
51,9
53.6591,9.8009
51,9
48.0167,11.6833
51,9
51,9
51,9
51,9
48.45,10.2667
51,9
51,9
51,9
51,9
52.5167,13.4
51,9
51,9
51,9
52.539,13.424
52.4333,7.0833
51.4833,7.3
51,9
51,9
51,9
47.1167,15.35
47.3333,13.3333
51,9
51,9
51.25,9.4167
51,9
51,9
51,9
51,9
50.95,10.7167
51.9167,4.5
48.2167,11.4667
56.05,12.7
48.2833,14.4167
48,7.85
52.4,13.0667
51,9
51,9
49.4478,11.0683
47.4828,7.743
50.6833,10.9333
51,9
47.7833,16.2833
51,9
49.7129,11.0666
50.1,11.45
48.86,2.35
48,7.85
51,9
55.8423,12.4335
51,9
48.86,2.35
54.0881,13.3876
52.4333,10.8
53.55,10
51,9
51.0333,9.4
51,9
47.3333,13.3333
52.4,13.0667
6.1319,1.2228
51,9
53.55,10
51.3,12.3333
51,9
52.5167,13.4
47.7667,9.7667
50.9333,6.95
47.7667,8.8333
51.3167,9.5
51.4333,6.75
47.6667,11.0333
48.2,16.3667
52.5167,13.4
51,9
48,7.85
51,9
52.5167,13.4
48.7,9.6667
51,9
51.1833,14.4333
59.3333,18.05
46.2285,7.428
63.4167,10.4167
59.2833,11.1167
51,9
48,7.85
51.8833,11.55
59.3,18.1667
51,9
51,9
40,-4
48.5333,9.05
48,7.85
51,9
50.65,10.65
51,9
51.5667,11.35
51,9
51,9
50.9333,6.95
52.7833,11.7667
51.6667,12.2833
48.75,8.25
48.9,9.1833
51.0333,13.6667
50.35,7.6
52.5,5.75
53.0833,8.8
52.5094,13.2848
51,9
51,9
48.15,11.5833
52.2489,8.9276
51,9
51.05,13.75
51,9
50.6667,13.3333
51,9
47.6167,8.1667
51,9
51,9
51,9
